pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
50,c,4,2,18,2,,,,,72.34815569999955,73.34967119999965,73.34967119999965,73.34967119999965,73.34967119999965,73.34967119999965,74.34880909999993,74.34880909999993,c,1,0.7220443999995041,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-150,z,4,3,19,3,,,,,75.09946370000034,76.09973119999995,76.09973119999995,76.09973119999995,76.09973119999995,76.09973119999995,77.0996097999996,77.0996097999996,z,1,0.7037010999993072,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-50,x,5,0,20,0,,,,,77.83135849999962,78.81533560000025,78.81533560000025,78.81533560000025,78.81533560000025,78.83256989999973,79.83155389999956,79.83155389999956,x,1,0.8667446000017662,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
150,v,5,1,21,1,,,,,80.71469310000066,81.69884169999932,81.69884169999932,81.69884169999932,81.69884169999932,81.71573729999909,82.7146916999991,82.7146916999991,v,1,0.6298554999993939,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
50,c,5,2,22,2,,,,,83.36580470000081,84.36517819999972,84.36517819999972,84.36517819999972,84.36517819999972,84.36517819999972,85.36522239999977,85.36522239999977,c,1,0.6080201999993733,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-150,z,5,3,23,3,,,,,85.99783209999987,86.99777250000079,86.99777250000079,86.99777250000079,86.99777250000079,86.99777250000079,87.99833639999997,87.99833639999997,z,1,0.7230335000003834,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-50,x,6,0,24,0,,,,,88.74861249999958,89.74793069999942,89.74793069999942,89.74793069999942,89.74793069999942,89.74793069999942,90.7474858000005,90.7474858000005,x,1,0.5957734000003256,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
150,v,6,1,25,1,,,,,91.36477949999971,92.34919470000023,92.34919470000023,92.34919470000023,92.34919470000023,92.36506030000055,93.34883889999946,93.34883889999946,v,1,0.6102418999998918,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
50,c,6,2,26,2,,,,,93.99839559999964,94.9989585000003,94.9989585000003,94.9989585000003,94.9989585000003,94.9989585000003,95.99759470000026,95.99759470000026,c,1,0.7880500000010215,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-150,z,6,3,27,3,,,,,96.81465580000076,97.81487559999914,97.81487559999914,97.81487559999914,97.81487559999914,97.81487559999914,98.81439080000018,98.81439080000018,z,1,0.6329194000009011,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
